	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	STAMINA_COST	IS_MAJOR	EXP_REWARD	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT
18-0	116	5	ORANGE_5	14	1	916	NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_SQUID,NPC_SQUID	SILENT_SPIRIT,NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_SCARECROW,NPC_STONE_IMP,NPC_STONE_IMP	BANSHEE,NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_STONE_IMP,DARK_DRACUL,[boss]PLAGUE_ENTREPRENEUR	SHARD_REEL_ORNATE_CROWN_OF_THE_GM,SHARD_REEL_SICK_MULLET,SHARD_TIME_KILLER	SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET,SHARD_REEL_ORNATE_CROWN_OF_THE_GM,SHARD_REEL_ORNATE_CROWN_OF_THE_GM,SHARD_REEL_ORNATE_CROWN_OF_THE_GM,SHARD_REEL_ORNATE_CROWN_OF_THE_GM
18-3	117	5	ORANGE_5	14	1	922	NPC_STONE_IMP,NPC_PLAGUE_SKULKER,PLAGUE_ENTREPRENEUR,NPC_EYEBALL,DARK_DRACUL,NPC_PLAGUE_SKULKER	DARK_HORSE,MEDUSA,NPC_TROLL_BLOB,NPC_TROLL_BLOB,RAGING_REVENANT,BANSHEE	NPC_MR_SMASHY,NPC_MR_SMASHY,ZOMBIE_SQUIRE,VULTURE_DRAGON,RABID_DRAGON,[boss]DUNGEON_MAN	SHARD_WAR_SANDALS,SHARD_VOLATILE_SMOOTHIE,SHARD_DOUBLE_BLADED_SWORD	SHARD_VOLATILE_SMOOTHIE,SHARD_VOLATILE_SMOOTHIE,SHARD_WAR_SANDALS,SHARD_WAR_SANDALS,SHARD_WAR_SANDALS,SHARD_WAR_SANDALS
18-6	118	5	ORANGE_5	14	1	928	NPC_MUSHROOM,NPC_MUSHROOM,NPC_SCARECROW,NPC_POTTED_PLANT,PLANT_SOUL,DRUIDINATRIX	MINOTAUR,MEDUSA,KRAKEN_KING,NPC_STONE_IMP,NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER	BONE_DRAGON,GENIE,SPECTRAL_DRAGON,BANSHEE,[boss]WEE_WITCH,CRIMSON_WITCH	SHARD_REEL_TAROT_DECK_OF_HYPERBOLE,SHARD_REEL_ORBITAL_KITTY,SHARD_SOUL_PUPPET	SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_TAROT_DECK_OF_HYPERBOLE,SHARD_REEL_TAROT_DECK_OF_HYPERBOLE,SHARD_REEL_TAROT_DECK_OF_HYPERBOLE,SHARD_REEL_TAROT_DECK_OF_HYPERBOLE
18-9	119	5	ORANGE_5	14	1	933	NPC_PLAGUE_SKULKER,NPC_CAULDRON_MONSTER,NPC_EYEBALL,NPC_LYING_LANTERN,NPC_KAMIKAZE_GNOME,BARDBARIAN	NPC_BUFF_SPRITE,NPC_HEALER_SPRITE,FAITH_HEALER,ORC_MONK,NPC_MR_SMASHY,NPC_TROLL_BLOB	DARK_HORSE,BROZERKER,NPC_PLAGUE_SKULKER,CYCLOPS_WIZARD,DARK_DRACUL,[boss]DUNGEON_MAN	SHARD_SELF_PRESERVER,SHARD_MACGUFFIN_FRAGMENT_45,SHARD_HEARTY_CHEST	SHARD_MACGUFFIN_FRAGMENT_45,SHARD_MACGUFFIN_FRAGMENT_45,SHARD_SELF_PRESERVER,SHARD_SELF_PRESERVER,SHARD_SELF_PRESERVER,SHARD_SELF_PRESERVER
18-12	119	5	ORANGE_5	14	1	938	DARK_HORSE,NPC_MR_SMASHY,NPC_MR_SMASHY,NPC_MUSHROOM,NPC_SCARECROW,DARK_DRACUL	RAGING_REVENANT,NPC_SCARECROW,NPC_PLAGUE_SKULKER,RABID_DRAGON,BONE_DRAGON,SNAP_DRAGON	NPC_LYING_LANTERN,[boss]WEE_WITCH,NPC_STONE_IMP,DRUIDINATRIX,SKELETON_KING,MOON_DRAKE	SHARD_REEL_DIRTY_BASTARD_SWORD,SHARD_ANCIENT_TOME_OF_OCCULT_NONSENSE,SHARD_REEL_EYE_ON_THE_PRIZE	SHARD_ANCIENT_TOME_OF_OCCULT_NONSENSE,SHARD_ANCIENT_TOME_OF_OCCULT_NONSENSE,SHARD_REEL_DIRTY_BASTARD_SWORD,SHARD_REEL_DIRTY_BASTARD_SWORD,SHARD_REEL_DIRTY_BASTARD_SWORD,SHARD_REEL_DIRTY_BASTARD_SWORD
18-15	120	5	ORANGE_5	14	1	944	GENIE,CYCLOPS_WIZARD,FAITH_HEALER,MOON_DRAKE,BROZERKER,DOPPELGANGER	RAGING_REVENANT,DRAGZILLA,SPIKEY_DRAGON,SILENT_SPIRIT,NPC_PLAGUE_SKULKER,NPC_STONE_IMP	NPC_PLAGUE_SKULKER,[boss]PLAGUE_ENTREPRENEUR,DARK_DRACUL,DARK_HORSE,CRIMSON_WITCH,BARDBARIAN	SHARD_PHOTO_BOMB,SHARD_THE_HOLY_PAIL,SHARD_REEL_BRAIN_GUARD_9000	SHARD_THE_HOLY_PAIL,SHARD_THE_HOLY_PAIL,SHARD_PHOTO_BOMB,SHARD_PHOTO_BOMB,SHARD_PHOTO_BOMB,SHARD_PHOTO_BOMB
18-18	120	5	ORANGE_5	14	1	950	NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,PLAGUE_ENTREPRENEUR,NPC_ANT,NPC_ANT,HYDRA	BANSHEE,RAGING_REVENANT,VULTURE_DRAGON,NPC_LYING_LANTERN,NPC_STONE_IMP,SILENT_SPIRIT	[boss]WEREDRAGON,BONE_DRAGON,CYCLOPS_WIZARD,MEDUSA,FAITH_HEALER,DARK_DRACUL	SHARD_ANTI_MAGIC_SHIELD,SHARD_COSPLAY_SWORD,SHARD_REEL_BEARLY_THERE_BOOTS	SHARD_COSPLAY_SWORD,SHARD_COSPLAY_SWORD,SHARD_ANTI_MAGIC_SHIELD,SHARD_ANTI_MAGIC_SHIELD,SHARD_ANTI_MAGIC_SHIELD,SHARD_ANTI_MAGIC_SHIELD
19-0	121	5	ORANGE_6	14	1	950	NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON	NPC_STONE_IMP,NPC_STONE_IMP,NPC_STONE_IMP,NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_FIRE_IMP	NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_STONE_IMP,NPC_STONE_IMP,NPC_FLEA_DEMON,[boss]VILE_BILE	SHARD_REEL_HOLY_LANCE_OF_PLOT_ADVANCEMENT,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_CREATINE_CACTUS	SHARD_REEL_UPHOLSTERED_THRONE,SHARD_REEL_UPHOLSTERED_THRONE,SHARD_REEL_HOLY_LANCE_OF_PLOT_ADVANCEMENT,SHARD_REEL_HOLY_LANCE_OF_PLOT_ADVANCEMENT,SHARD_REEL_HOLY_LANCE_OF_PLOT_ADVANCEMENT,SHARD_REEL_HOLY_LANCE_OF_PLOT_ADVANCEMENT
19-3	122	5	ORANGE_6	14	1	956	NPC_INFERNO_SPIDER,NPC_FIRE_IMP,NPC_SKELETON_DEER,NPC_SKELETON_DEER,NPC_INFERNO_SPIDER,NPC_FIRE_IMP	NPC_EYEBALL,VILE_BILE,NPC_EYEBALL,ORC_MONK,FAITH_HEALER,NPC_FLEA_DEMON	NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_INFERNO_SPIDER,[boss]SNAP_DRAGON,BURNT_ONE,WEREDRAGON	SHARD_BOWIE_KNIFE,SHARD_REEL_BOOM_BOX,SHARD_MUNDANE_MUSHROOMS	SHARD_REEL_BOOM_BOX,SHARD_REEL_BOOM_BOX,SHARD_BOWIE_KNIFE,SHARD_BOWIE_KNIFE,SHARD_BOWIE_KNIFE,SHARD_BOWIE_KNIFE
19-6	123	5	ORANGE_6	14	1	961	VILE_BILE,NPC_LYING_LANTERN,NPC_EYEBALL,MISTRESS_MANICURE,NPC_STONE_IMP,NPC_FLEA_DEMON	NPC_STONE_IMP,NPC_STONE_IMP,NPC_FLEA_DEMON,NPC_FLEA_DEMON,HYDRA,RABID_DRAGON	NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_FIRE_IMP,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,[boss]BURNT_ONE	SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_THE_HUSTLE	SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_SHOES_OF_THE_MAD_GOD,SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_EYE_OF_THE_BEHOLDER,SHARD_REEL_EYE_OF_THE_BEHOLDER
19-9	123	5	ORANGE_6	14	1	966	ZOMBIE_SQUIRE,NPC_SKELETON_DEER,SKELETON_KING,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_FLEA_DEMON	VILE_BILE,NPC_EYEBALL,NPC_EYEBALL,NPC_FLEA_DEMON,NPC_FLEA_DEMON,DARK_DRACUL	NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_STONE_IMP,KRAKEN_KING,VOID_WYVERN,[boss]MISTRESS_MANICURE	SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_RING_OF_ILL_WILL,SHARD_GROUND_GEARS	SHARD_RING_OF_ILL_WILL,SHARD_RING_OF_ILL_WILL,SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_HEALTHY_DOSE_OF_SKEPTICISM,SHARD_HEALTHY_DOSE_OF_SKEPTICISM
19-12	124	5	ORANGE_6	14	1	972	VILE_BILE,DARK_HORSE,NPC_EYEBALL,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_STONE_IMP	VOID_WYVERN,SNAP_DRAGON,HYDRA,RABID_DRAGON,DARK_DRACUL,SPECTRAL_DRAGON	SNAP_DRAGON,RABID_DRAGON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_FLEA_DEMON,[boss]BURNT_ONE	SHARD_REEL_GLORY_SEEKER,SHARD_FOUR_D_GLASSES,SHARD_REEL_FLOPPIN_FLIP_FLOPS	SHARD_FOUR_D_GLASSES,SHARD_FOUR_D_GLASSES,SHARD_REEL_GLORY_SEEKER,SHARD_REEL_GLORY_SEEKER,SHARD_REEL_GLORY_SEEKER,SHARD_REEL_GLORY_SEEKER
19-15	125	5	ORANGE_6	14	1	978	VOID_WYVERN,DARK_DRACUL,NPC_STONE_IMP,NPC_STONE_IMP,NPC_FIRE_IMP,NPC_FIRE_IMP	KRAKEN_KING,NPC_EYEBALL,NPC_EYEBALL,HYDRA,NPC_FLEA_DEMON,NPC_FLEA_DEMON	NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_EYEBALL,NPC_EYEBALL,MISTRESS_MANICURE,[boss]VILE_BILE	SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_LITTLE_PRICKS,SHARD_REEL_HEART_HEALTH_CANDY	SHARD_LITTLE_PRICKS,SHARD_LITTLE_PRICKS,SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_HELM_OF_THE_RAGING_BEAR,SHARD_HELM_OF_THE_RAGING_BEAR
19-18	125	5	ORANGE_6	14	1	984	NPC_FIRE_IMP,NPC_FIRE_IMP,SNAP_DRAGON,SKELETON_KING,NPC_SKELETON_DEER,NPC_SKELETON_DEER	NPC_STONE_IMP,NPC_STONE_IMP,HYDRA,RABID_DRAGON,KRAKEN_KING,CURSED_STATUE	VILE_BILE,MISTRESS_MANICURE,BURNT_ONE,NPC_FLEA_DEMON,NPC_FLEA_DEMON,[boss]VOID_WYVERN	SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_REEL_HAMMER_TIME,SHARD_REEL_CLOAK_OF_THE_OWL	SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS,SHARD_AXE_OF_GRATUITOUS_GUITAR_SOLOS
20-0	126	5	ORANGE_7	14	1	986	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_BUFF_SPRITE,NPC_BUFF_SPRITE,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE	COSMIC_ELF,DRUIDINATRIX,GROOVY_DRUID,SHADOW_ASSASSIN,NPC_HEALER_SPRITE,NPC_BUFF_SPRITE	[boss]BULWARK_ANGEL,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,MOON_DRAKE,FAITH_HEALER,ANGELIC_HERALD	SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_GIANTS_GROG	SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_REEL_BEARLY_THERE_BOOTS,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY,SHARD_REEL_ORBITAL_KITTY
20-3	127	5	ORANGE_7	14	1	991	NPC_CLOUD_MONSTER,UNICORGI,NPC_CLOUD_MONSTER,NPC_ANGELIC_AVENGER,NPC_CLOUD_MONSTER,NPC_BUFF_SPRITE	NPC_CLOUD_MONSTER,FAITH_HEALER,NPC_CLOUD_MONSTER,NPC_ANGELIC_AVENGER,NPC_CLOUD_MONSTER,NPC_HEALER_SPRITE	NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,BROZERKER,ORC_MONK,DARK_HORSE,[boss]ANGELIC_HERALD	SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_REEL_BRAIN_GUARD_9000,SHARD_AGED_DRAGON_MILK	SHARD_REEL_BRAIN_GUARD_9000,SHARD_REEL_BRAIN_GUARD_9000,SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_SWEATBAND_OF_TRAINING_MONTAGES,SHARD_SWEATBAND_OF_TRAINING_MONTAGES
20-6	128	5	ORANGE_7	14	1	996	NPC_CLOUD_MONSTER,NPC_ANGELIC_AVENGER,NPC_SQUID,NPC_HEAD_CRAB,KRAKEN_KING,NPC_CLOUD_MONSTER	NPC_HEALER_SPRITE,FAITH_HEALER,ORC_MONK,DARK_HORSE,NPC_BUFF_SPRITE,NPC_BUFF_SPRITE	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,DEEP_DRAGON,MOON_DRAKE,ANGELIC_HERALD,[boss]TOMB_ANGEL	SHARD_REEL_SICK_MULLET,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_POISONED_DAGGER	SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_REEL_EYE_ON_THE_PRIZE,SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET,SHARD_REEL_SICK_MULLET
20-9	128	5	ORANGE_7	14	1	1001	ORC_MONK,FAITH_HEALER,COSMIC_ELF,BROZERKER,DARK_HORSE,NPC_BUFF_SPRITE	ANGELIC_HERALD,UNICORGI,BULWARK_ANGEL,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE	NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,MOON_DRAKE,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,[boss]TOMB_ANGEL	SHARD_LENSLESS_GLASSES,SHARD_TIME_KILLER,SHARD_RINGS_OF_A_FEATHER	SHARD_TIME_KILLER,SHARD_TIME_KILLER,SHARD_LENSLESS_GLASSES,SHARD_LENSLESS_GLASSES,SHARD_LENSLESS_GLASSES,SHARD_LENSLESS_GLASSES
20-12	129	5	ORANGE_7	14	1	1007	UNICORGI,FAITH_HEALER,BROZERKER,ORC_MONK,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE	COSMIC_ELF,DRUIDINATRIX,GROOVY_DRUID,TOMB_ANGEL,NPC_CLOUD_MONSTER,NPC_BUFF_SPRITE	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,DARK_HORSE,ANGELIC_HERALD,MOON_DRAKE,[boss]BULWARK_ANGEL	SHARD_REEL_HAMMER_TIME,SHARD_HEAL_AID,SHARD_REEL_FLATTERING_MIRROR	SHARD_HEAL_AID,SHARD_HEAL_AID,SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME,SHARD_REEL_HAMMER_TIME
20-15	130	5	ORANGE_7	14	1	1012	BULWARK_ANGEL,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER	TOMB_ANGEL,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,[boss]ANGELIC_HERALD	SHARD_UNTESTED_JETPACK,SHARD_DOUBLE_BLADED_SWORD,SHARD_REEL_BLUNT_BLADE	SHARD_DOUBLE_BLADED_SWORD,SHARD_DOUBLE_BLADED_SWORD,SHARD_UNTESTED_JETPACK,SHARD_UNTESTED_JETPACK,SHARD_UNTESTED_JETPACK,SHARD_UNTESTED_JETPACK
20-18	130	5	ORANGE_7	14	1	1017	COSMIC_ELF,DRUIDINATRIX,GROOVY_DRUID,NPC_CLOUD_MONSTER,DARK_HORSE,ORC_MONK	UNICORGI,MOON_DRAKE,FAITH_HEALER,SPECTRAL_DRAGON,NPC_BUFF_SPRITE,NPC_HEALER_SPRITE	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,BULWARK_ANGEL,TOMB_ANGEL,ANGELIC_HERALD,[boss]ANGEL_DRAGON	SHARD_ROLL_OF_DUCT_TAPE,SHARD_HEARTY_CHEST,SHARD_REEL_LOST_GREAVES	SHARD_ROLL_OF_DUCT_TAPE,SHARD_ROLL_OF_DUCT_TAPE,SHARD_HEARTY_CHEST,SHARD_HEARTY_CHEST,SHARD_REEL_LOST_GREAVES,SHARD_REEL_LOST_GREAVES
21-0	131	5	ORANGE_8	14	1	1019	NPC_LYING_LANTERN,NPC_LYING_LANTERN,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,DARK_DRACUL,BANSHEE	RAGING_REVENANT,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,SILENT_SPIRIT,SPECTRAL_DRAGON,NPC_LYING_LANTERN	DOPPELGANGER,CATAPULT_KNIGHT,MOON_DRAKE,CYCLOPS_WIZARD,GENIE,[boss]ETERNAL_ENCHANTER	SHARD_CRUDE_SNIPPERS,SHARD_MAD_GODS_MUG,SHARD_GOLDEN_SLINGSHOT,SHARD_CAT_O_NINE_TAILS	SHARD_CRUDE_SNIPPERS,SHARD_MAD_GODS_MUG,SHARD_GOLDEN_SLINGSHOT,SHARD_CAT_O_NINE_TAILS
21-3	132	5	ORANGE_8	14	1	1024	VULTURE_DRAGON,NPC_ANT,NPC_ANT,NPC_ANT,DUST_DEVIL,HYDRA	ELECTROYETI,STORM_DRAGON,CYCLOPS_WIZARD,RABID_DRAGON,COSMIC_ELF,SPIDER_QUEEN	SATYR,GROOVY_DRUID,BARDBARIAN,DRUIDINATRIX,DARK_HORSE,[boss]GRAND_HUNTRESS	SHARD_REEL_TRIASSIC_TRINKET,SHARD_AGED_DRAGON_MILK,SHARD_REEL_PURIFICATION_ROBE,SHARD_THE_HOLY_PAIL	SHARD_REEL_TRIASSIC_TRINKET,SHARD_AGED_DRAGON_MILK,SHARD_REEL_PURIFICATION_ROBE,SHARD_THE_HOLY_PAIL,SHARD_REEL_TRIASSIC_TRINKET,SHARD_REEL_PURIFICATION_ROBE
21-6	133	5	ORANGE_8	14	1	1029	NPC_FLEA_DEMON,NPC_KAMIKAZE_GNOME,NPC_FLEA_DEMON,NPC_KAMIKAZE_GNOME,NPC_FLEA_DEMON,NPC_KAMIKAZE_GNOME	NPC_FLEA_DEMON,NPC_PLAGUE_SKULKER,NPC_FLEA_DEMON,NPC_PLAGUE_SKULKER,NPC_FLEA_DEMON,NPC_PLAGUE_SKULKER	PLANT_SOUL,RAGING_REVENANT,ZOMBIE_SQUIRE,DRAGON_LADY,BROZERKER,[boss]DRAGON_SLAYER	SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_THE_HUSTLE,SHARD_REEL_DENSE_CAKE_OF_HATE,SHARD_CREATINE_CACTUS	SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_THE_HUSTLE,SHARD_REEL_DENSE_CAKE_OF_HATE,SHARD_CREATINE_CACTUS,SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_REEL_DENSE_CAKE_OF_HATE
21-9	133	5	ORANGE_8	14	1	1035	NPC_FLEA_DEMON,NPC_FLEA_DEMON,NPC_HEAD_CRAB,NPC_HEAD_CRAB,NPC_KAMIKAZE_GNOME,NPC_KAMIKAZE_GNOME	NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_PLAGUE_SKULKER,NPC_FLEA_DEMON,NPC_FLEA_DEMON,PIRATE	BURNT_ONE,ROLLER_WARRIOR,PLAGUE_ENTREPRENEUR,BARDBARIAN,MINOTAUR,[boss]DRAGON_SLAYER	SHARD_REEL_ROCKET_CLOAK,SHARD_UNTESTED_JETPACK,SHARD_LIGHTNING_GREASE,SHARD_SOUL_PUPPET	SHARD_REEL_ROCKET_CLOAK,SHARD_UNTESTED_JETPACK,SHARD_LIGHTNING_GREASE,SHARD_SOUL_PUPPET
21-12	134	5	ORANGE_8	14	1	1040	NPC_FLEA_DEMON,DARK_HORSE,NPC_FLEA_DEMON,CRIMSON_WITCH,NPC_FLEA_DEMON,KRAKEN_KING	NPC_FLEA_DEMON,VOID_WYVERN,NPC_FLEA_DEMON,BONE_DRAGON,NPC_FLEA_DEMON,DARK_DRACUL	SILENT_SPIRIT,CYCLOPS_WIZARD,SNIPER_WOLF,WEE_WITCH,DUNGEON_MAN,[boss]ETERNAL_ENCHANTER	SHARD_REEL_ANCIENT_CODE,SHARD_MUNDANE_MUSHROOMS,SHARD_LOST_CONCEPT_ART,SHARD_REEL_FLOPPIN_FLIP_FLOPS	SHARD_REEL_ANCIENT_CODE,SHARD_MUNDANE_MUSHROOMS,SHARD_LOST_CONCEPT_ART,SHARD_REEL_FLOPPIN_FLIP_FLOPS
21-15	135	5	ORANGE_8	14	1	1045	MINOTAUR,MEDUSA,GENIE,CENTAUR_OF_ATTENTION,SATYR,PLANT_SOUL	MISTRESS_MANICURE,TOMB_ANGEL,NPC_ANGELIC_AVENGER,VILE_BILE,PLAGUE_ENTREPRENEUR,WEREDRAGON	VOID_WYVERN,ANGEL_DRAGON,DRAGON_SLAYER,ETERNAL_ENCHANTER,GRAND_HUNTRESS,[boss]TRIPLE_THREAT	SHARD_REEL_BLACKSMITH_BREW,SHARD_GROUND_GEARS,SHARD_GIANTS_GROG,SHARD_REEL_HEART_HEALTH_CANDY	SHARD_REEL_BLACKSMITH_BREW,SHARD_GROUND_GEARS,SHARD_GIANTS_GROG,SHARD_REEL_HEART_HEALTH_CANDY
21-18	135	5	ORANGE_8	14	1	1050	HYDRA,DUST_DEVIL,MOON_DRAKE,MAGIC_DRAGON,SAVAGE_CUTIE,SPIKEY_DRAGON	DEEP_DRAGON,VULTURE_DRAGON,SPECTRAL_DRAGON,RABID_DRAGON,STORM_DRAGON,DRAGZILLA	SNAP_DRAGON,DARK_DRACUL,BONE_DRAGON,VOID_WYVERN,ANGEL_DRAGON,[boss]TRIPLE_THREAT	SHARD_REEL_FEATHER_WEIGHT_PAULDRONS,SHARD_PHAT_PANTS,SHARD_RINGS_OF_A_FEATHER,SHARD_REEL_CLOAK_OF_THE_OWL	SHARD_REEL_FEATHER_WEIGHT_PAULDRONS,SHARD_PHAT_PANTS,SHARD_RINGS_OF_A_FEATHER,SHARD_REEL_CLOAK_OF_THE_OWL
22-0	136	5	CYAN	14	1	1052	NPC_SKELETON_DEER,NPC_PLAGUE_SKULKER,MISTRESS_MANICURE,CURSED_STATUE,BONE_DRAGON,SKELETON_KING	DWARVEN_ARCHER,GRAND_HUNTRESS,DUNGEON_MAN,DRAGON_SLAYER,ROLLER_WARRIOR,TOMB_ANGEL	CATAPULT_KNIGHT,DARK_HORSE,MINOTAUR,NPC_MR_SMASHY,NPC_MR_SMASHY,[boss]LAST_DEFENDER	SHARD_MANLY_FIRST_AID_KIT,SHARD_NAUGHTY_TAPESTRY,SHARD_RING_OF_FIRE,SHARD_DRAGON_BLANKIE	SHARD_MANLY_FIRST_AID_KIT,SHARD_NAUGHTY_TAPESTRY,SHARD_RING_OF_FIRE,SHARD_DRAGON_BLANKIE
22-3	137	5	CYAN	14	1	1057	NPC_SKELETON_DEER,NPC_SKELETON_DEER,NPC_LYING_LANTERN,NPC_LYING_LANTERN,ZOMBIE_SQUIRE,NPC_PLAGUE_SKULKER	NPC_SKELETON_DEER,NPC_SKELETON_DEER,NPC_LYING_LANTERN,NPC_LYING_LANTERN,DARK_DRACUL,VOID_WYVERN	SILENT_SPIRIT,BANSHEE,RAGING_REVENANT,SPECTRAL_DRAGON,SKELETON_KING,[boss]KARAOKE_KING	SHARD_REEL_BUNNY_BLADE,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_OGRES_BATTERING_RAM,SHARD_CRUDE_SNIPPERS	SHARD_REEL_BUNNY_BLADE,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_OGRES_BATTERING_RAM,SHARD_CRUDE_SNIPPERS,SHARD_REEL_BUNNY_BLADE,SHARD_REEL_OGRES_BATTERING_RAM
22-6	138	5	CYAN	14	1	1063	NPC_PLAGUE_SKULKER,SPIDER_QUEEN,NPC_INFERNO_SPIDER,NPC_INFERNO_SPIDER,NPC_STONE_IMP,NPC_STONE_IMP	RAGING_REVENANT,KARAOKE_KING,SPECTRAL_DRAGON,SILENT_SPIRIT,BANSHEE,SKELETON_KING	WEREDRAGON,DRUIDINATRIX,DRAGON_SLAYER,DARK_HORSE,CYCLOPS_WIZARD,[boss]LAST_DEFENDER	SHARD_REEL_HEART_HAT,SHARD_CAT_O_NINE_TAILS,SHARD_REEL_COG_NITIVE_MASK,SHARD_MAD_GODS_MUG	SHARD_REEL_HEART_HAT,SHARD_CAT_O_NINE_TAILS,SHARD_REEL_COG_NITIVE_MASK,SHARD_MAD_GODS_MUG,SHARD_REEL_HEART_HAT,SHARD_REEL_COG_NITIVE_MASK
