	01/10/2019	01/07/2019	01/01/2019	12/26/2018	12/25/2018	12/17/2018	12/10/2018	12/01/2018	11/27/2018	11/26/2018	11/19/2018	11/15/2018	11/13/2018	11/12/2018	11/08/2018	11/05/2018	11/01/2018	10/30/2018	10/29/2018	10/11/2018	10/08/2018	10/01/2018	09/24/2018	09/19/2018	09/17/2018	09/12/2018	09/01/2018	08/30/2018	08/27/2018	08/09/2018	08/06/2018	08/01/2018	07/19/2018	07/16/2018	07/01/2018	06/28/2018	06/25/2018	06/11/2018	06/06/2018	06/04/2018	06/01/2018	05/21/2018	05/17/2018	05/14/2018	05/01/2018	04/26/2018	04/23/2018	04/16/2018	04/05/2018	04/02/2018	04/01/2018	03/15/2018	03/12/2018	03/01/2018	02/22/2018	02/19/2018	02/01/2018	01/29/2018	01/16/2018	01/11/2018	01/08/2018	01/01/2018	12/28/2017	12/25/2017	12/14/2017	12/11/2017	12/05/2017	12/01/2017	11/23/2017	11/20/2017	11/01/2017	10/30/2017	10/24/2017	10/12/2017	10/09/2017	10/01/2017	09/21/2017	09/18/2017	09/12/2017	09/01/2017	08/31/2017	08/28/2017	08/17/2017	08/14/2017	08/10/2017	08/08/2017	08/07/2017	08/03/2017	08/01/2017	07/31/2017	07/20/2017	07/17/2017	07/13/2017	07/10/2017	07/06/2017	07/04/2017	07/03/2017	07/01/2017	06/22/2017	06/19/2017	06/15/2017	06/12/2017	06/09/2017	06/07/2017	06/06/2017	06/01/2017	05/11/2017	05/02/2017	05/01/2017
GUILD_STORE$1	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	BLACK_WING	BLACK_WING	BLACK_WING	BLACK_WING	BLACK_WING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	DARK_HORSE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	STOWAWAY	STOWAWAY	STOWAWAY	STOWAWAY	DUNGEON_MAN	DUNGEON_MAN	DUNGEON_MAN	DUNGEON_MAN	DUNGEON_MAN	DUNGEON_MAN	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	GENIE	GENIE	GENIE	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	GENIE	GENIE	GENIE	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	ORC_MONK	ORC_MONK	ORC_MONK	ORC_MONK	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	ORC_MONK	ORC_MONK	ORC_MONK
GUILD_STORE$2	FROST_GIANT	FROST_GIANT	FROST_GIANT	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	SHADOW_OF_SVEN	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	COSMIC_ELF	BONE_DRAGON	BONE_DRAGON	BONE_DRAGON	BONE_DRAGON	DEEP_DRAGON	DEEP_DRAGON	DEEP_DRAGON	DEEP_DRAGON	DEEP_DRAGON	DEEP_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	BURNT_ONE	BURNT_ONE	BURNT_ONE	BURNT_ONE	BURNT_ONE	BURNT_ONE	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	POLEMASTER	POLEMASTER	POLEMASTER	POLEMASTER	POLEMASTER	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	AQUATIC_MAN	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	PIRATE	PIRATE	PIRATE
EXPEDITION$0	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	GENIE	GENIE	GENIE	GENIE	GENIE	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	DRAGON_SLAYER	DRAGON_SLAYER	DRAGON_SLAYER	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	STOWAWAY	STOWAWAY	STOWAWAY	STOWAWAY	STOWAWAY	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	BARDBARIAN	BARDBARIAN	BARDBARIAN	BARDBARIAN	MEDUSA	MEDUSA	MEDUSA	MEDUSA	MEDUSA	MEDUSA	MEDUSA	MEDUSA	MEDUSA	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	DARK_DRACUL	BARDBARIAN	BARDBARIAN	BARDBARIAN	BARDBARIAN	BARDBARIAN	BARDBARIAN	BARDBARIAN	BARDBARIAN	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY
EXPEDITION$1	ELECTROYETI	ELECTROYETI	ELECTROYETI	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	ETERNAL_ENCHANTER	RAGING_REVENANT	RAGING_REVENANT	RAGING_REVENANT	TOMB_ANGEL	TOMB_ANGEL	TOMB_ANGEL	TOMB_ANGEL	TOMB_ANGEL	TOMB_ANGEL	CRIMSON_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	SKELETON_KING	SKELETON_KING	SKELETON_KING	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	FROST_GIANT	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	SATYR	SATYR	SATYR	SATYR	SATYR	SATYR	SATYR	SATYR	SATYR	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SATYR	SATYR	SATYR
EXPEDITION$2	GROOVY_DRUID	GROOVY_DRUID	GROOVY_DRUID	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SOJOURNER_SORCERESS	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	PIRATE	PIRATE	PIRATE	PIRATE	PIRATE	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	MINOTAUR	TRIPLE_THREAT	TRIPLE_THREAT	TRIPLE_THREAT	TRIPLE_THREAT	SATYR	SATYR	SATYR	SATYR	SATYR	SATYR	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	ORC_MONK	ORC_MONK	ORC_MONK	ORC_MONK	ORC_MONK	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ELECTROYETI	ELECTROYETI	ELECTROYETI	ELECTROYETI	ELECTROYETI	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN
COLISEUM$0	HYDRA	HYDRA	HYDRA	WEREDRAGON	WEREDRAGON	WEREDRAGON	WEREDRAGON	WEREDRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	GROOVY_DRUID	GROOVY_DRUID	GROOVY_DRUID	GROOVY_DRUID	GROOVY_DRUID	MEDUSA	MEDUSA	MEDUSA	MEDUSA	MEDUSA	WEREDRAGON	WEREDRAGON	WEREDRAGON	WEREDRAGON	WEREDRAGON	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	GENIE	GENIE	GENIE	GENIE	GENIE	GENIE	BANSHEE	BANSHEE	BANSHEE	BANSHEE	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	DRAGON_LADY	BULWARK_ANGEL	BULWARK_ANGEL	BULWARK_ANGEL	WEE_WITCH	WEE_WITCH	WEE_WITCH	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	MOON_DRAKE	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	BONE_DRAGON	BONE_DRAGON	BONE_DRAGON
COLISEUM$1	RABID_DRAGON	RABID_DRAGON	RABID_DRAGON	CRIMSON_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	CRIMSON_WITCH	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	ELECTROYETI	ELECTROYETI	ELECTROYETI	ELECTROYETI	ELECTROYETI	GRAND_HUNTRESS	GRAND_HUNTRESS	GRAND_HUNTRESS	GRAND_HUNTRESS	GRAND_HUNTRESS	DUST_DEVIL	DUST_DEVIL	DUST_DEVIL	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	GROOVY_DRUID	GROOVY_DRUID	GROOVY_DRUID	GROOVY_DRUID	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF	DWARVEN_ARCHER	DWARVEN_ARCHER	DWARVEN_ARCHER	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	SNAP_DRAGON	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE	CYCLOPS_WIZARD	CYCLOPS_WIZARD	CYCLOPS_WIZARD
COLISEUM$2	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	UNRIPE_MYTHOLOGY	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	LAST_DEFENDER	LAST_DEFENDER	LAST_DEFENDER	LAST_DEFENDER	LAST_DEFENDER	VULTURE_DRAGON	VULTURE_DRAGON	VULTURE_DRAGON	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	ANGEL_DRAGON	ANGEL_DRAGON	ANGEL_DRAGON	ANGEL_DRAGON	ANGEL_DRAGON	ANGEL_DRAGON	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	POLEMASTER	POLEMASTER	POLEMASTER	POLEMASTER	POLEMASTER	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	PIRATE	PIRATE	PIRATE	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	SKELETON_KING	SKELETON_KING	SKELETON_KING	SKELETON_KING	PIRATE	PIRATE	PIRATE	PIRATE	PIRATE	PIRATE	PIRATE	PIRATE	PIRATE	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	DRUIDINATRIX	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	STOWAWAY	STOWAWAY	STOWAWAY
WAR$0	MEDUSA	MEDUSA	MEDUSA	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	MISTRESS_MANICURE	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	KARAOKE_KING	KARAOKE_KING	KARAOKE_KING	KARAOKE_KING	KARAOKE_KING	ORC_MONK	ORC_MONK	ORC_MONK	ORC_MONK	ORC_MONK	BULWARK_ANGEL	BULWARK_ANGEL	BULWARK_ANGEL	BULWARK_ANGEL	BULWARK_ANGEL	ROLLER_WARRIOR	ROLLER_WARRIOR	ROLLER_WARRIOR	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	WEE_WITCH	PIRATE	PIRATE	PIRATE	PIRATE	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	DRAGZILLA	SPIDER_QUEEN	SPIDER_QUEEN	SPIDER_QUEEN	BURNT_ONE	BURNT_ONE	BURNT_ONE	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	CATAPULT_KNIGHT	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	KRAKEN_KING	MEDUSA	MEDUSA	MEDUSA	UNICORGI	UNICORGI	UNICORGI	UNICORGI	UNICORGI	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	PLAGUE_ENTREPRENEUR	UNICORGI	UNICORGI	UNICORGI	UNICORGI	UNICORGI	UNICORGI	UNICORGI	UNICORGI	UNICORGI	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM
WAR$1	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	FAITH_HEALER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	BROZERKER	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	RABID_DRAGON	RABID_DRAGON	RABID_DRAGON	RABID_DRAGON	RABID_DRAGON	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	DEMON_TOTEM	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	ANGELIC_HERALD	VOID_WYVERN	VOID_WYVERN	VOID_WYVERN	SNIPER_WOLF	SNIPER_WOLF	SNIPER_WOLF	BANSHEE	BANSHEE	BANSHEE	BANSHEE	BANSHEE	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	STORM_DRAGON	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	SPECTRAL_DRAGON	WEREDRAGON	WEREDRAGON	WEREDRAGON	WEREDRAGON	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	SILENT_SPIRIT	GENIE	GENIE	GENIE	GENIE	GENIE	GENIE	GENIE	GENIE	GENIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	NINJA_DWARF	NINJA_DWARF	NINJA_DWARF
WAR$2	SAVAGE_CUTIE	SAVAGE_CUTIE	SAVAGE_CUTIE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	ZOMBIE_SQUIRE	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	STEPLADDER_BROTHERS	SKELETON_KING	SKELETON_KING	SKELETON_KING	SKELETON_KING	SKELETON_KING	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	DOPPELGANGER	GRAND_HUNTRESS	GRAND_HUNTRESS	GRAND_HUNTRESS	GRAND_HUNTRESS	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	PLANT_SOUL	TOMB_ANGEL	TOMB_ANGEL	TOMB_ANGEL	MAGIC_DRAGON	MAGIC_DRAGON	MAGIC_DRAGON	HYDRA	HYDRA	HYDRA	HYDRA	HYDRA	SKELETON_KING	SKELETON_KING	SKELETON_KING	SKELETON_KING	SKELETON_KING	SKELETON_KING	SATYR	SATYR	SATYR	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	VILE_BILE	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SHADOW_ASSASSIN	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	SPIKEY_DRAGON	BANSHEE	BANSHEE	BANSHEE	BANSHEE	BANSHEE	BANSHEE	BANSHEE	BANSHEE	CURSED_STATUE	CURSED_STATUE	CURSED_STATUE
