	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARD_1	REWARD_1_QTY	REWARD_2	REWARD_2_QTY	REWARD_3	REWARD_3_QTY	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	VALUE	EXTRA	CAMPAIGN_TYPE	CAMPAIGN_CHAPTER	CAMPAIGN_LEVEL	GOOGLE_ID
5013	DARK_DRACUL_1	LEGENDARY	1	claim	expedition							5012	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_DARK_DRACUL_AND_UNSTABLE_UNDERSTUDY	DARK_DRACUL	1	13	
5014	DARK_DRACUL_2	LEGENDARY	1	claim								5013	Once,HasOrangeHero,FollowUp	DQCount	3000000	DEAL_DAMAGE_NECROTIC_DARK_DRACUL	DARK_DRACUL	2	0	
5015	CATAPULT_KNIGHT_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5000	FIGHT_TOKENS	CATAPULT_KNIGHT	0	1	
5016	CATAPULT_KNIGHT_1	LEGENDARY	1	claim	temple							5015	Once,HasOrangeHero,FollowUp	QCount	7	BEAT_TITAN_MEDUSA_WITH_CATAPULT_KNIGHT	CATAPULT_KNIGHT	1	10	
5017	CATAPULT_KNIGHT_2	LEGENDARY	1	claim	coliseum							5016	Once,HasOrangeHero,FollowUp	CQCount	5	WIN_COLISEUM_WITH_CATAPULT_KNIGHT	CATAPULT_KNIGHT	2	9	
5018	NINJA_DWARF_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	100	GOBLIN_GROG	NINJA_DWARF	0	2	
5019	NINJA_DWARF_1	LEGENDARY	1	claim	temple							5018	Once,HasOrangeHero,FollowUp	QCount	7	BEAT_TITAN_CENTAUR_OF_ATTENTION_WITH_NINJA_DWARF	NINJA_DWARF	1	10	
5020	NINJA_DWARF_2	LEGENDARY	1	claim	campaign/ELITE/10/0							5019	Once,HasOrangeHero,FollowUp	QCount	1	ELITE_TRIO_WIN_10_0_WITH_NINJA_DWARF	NINJA_DWARF	2	7	
5021	SNAP_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SCQCount	3	BUNNY_SLIPPERS	SNAP_DRAGON	0	3	
5022	SNAP_DRAGON_1	LEGENDARY	1	claim	expedition							5021	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_SNAP_DRAGON	SNAP_DRAGON	1	13	
5023	SNAP_DRAGON_2	LEGENDARY	1	claim								5022	Once,HasOrangeHero,FollowUp	DQCount	1000000	GOLD_EARNED	SNAP_DRAGON	2	0	
5024	POLEMASTER_0	LEGENDARY	1	claim									Once,HasOrangeHero	SCQCount	3	HAMMER_OF_WICKED_BEATS	POLEMASTER	0	3	
5025	POLEMASTER_1	LEGENDARY	1	claim								5024	Once,HasOrangeHero,FollowUp	!CQCount	5	USE_POLEMASTER	POLEMASTER	1	11	
5026	POLEMASTER_2	LEGENDARY	1	claim	campaign/ELITE/9/18							5025	Once,HasOrangeHero,FollowUp	QCount	1	ELITE_TRIO_WIN_9_18_WITH_POLEMASTER	POLEMASTER	2	7	
5027	ZOMBIE_SQUIRE_0	LEGENDARY	1	claim									Once,HasOrangeHero	SCQCount	3	MITHRIL_OREEAL	ZOMBIE_SQUIRE	0	3	
5028	ZOMBIE_SQUIRE_1	LEGENDARY	1	claim	expedition							5027	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_ZOMBIE_SQUIRE_NO_FAITH_HEALER	ZOMBIE_SQUIRE	1	13	
5029	ZOMBIE_SQUIRE_2	LEGENDARY	1	claim								5028	Once,HasOrangeHero,FollowUp	DQCount	30	ZOMBIE_SQUIRE_REVIVE	ZOMBIE_SQUIRE	2	0	
5030	MAGIC_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	25	SPARKLE_PONY_KEYCHAIN	MAGIC_DRAGON	0	2	
5031	MAGIC_DRAGON_1	LEGENDARY	1	claim	merchant							5030	Once,HasOrangeHero,FollowUp	QCount	100	BUY_MERCHANT_ITEM	MAGIC_DRAGON	1	14	
5032	MAGIC_DRAGON_2	LEGENDARY	1	claim								5031	Once,HasOrangeHero,FollowUp	DQCount	100	MAGIC_DRAGON_DODGE	MAGIC_DRAGON	2	0	
5033	GROOVY_DRUID_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1000	EXP_FLASK	GROOVY_DRUID	0	2	
5034	GROOVY_DRUID_1	LEGENDARY	1	claim	expedition							5033	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_GROOVY_DRUID_NO_BROZERKER	GROOVY_DRUID	1	13	
5035	GROOVY_DRUID_2	LEGENDARY	1	claim								5034	Once,HasOrangeHero,FollowUp	DQCount	90	GROOVY_DRUID_PET_BOUNCE	GROOVY_DRUID	2	0	
5036	CENTAUR_OF_ATTENTION_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	WICKED_MULLET	CENTAUR_OF_ATTENTION	0	2	
5037	CENTAUR_OF_ATTENTION_1	LEGENDARY	1	claim	bossPit							5036	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_EVIL_WIZARD_2_5+_WITH_CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION	1	6	
5038	CENTAUR_OF_ATTENTION_2	LEGENDARY	1	claim								5037	Once,HasOrangeHero,FollowUp	DQCount	600	CENTAUR_OF_ATTENTION_ARROW_FIRE	CENTAUR_OF_ATTENTION	2	0	
5039	DRAGON_LADY_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5000	EXPEDITION_TOKENS	DRAGON_LADY	0	1	
5040	DRAGON_LADY_1	LEGENDARY	1	claim	chests							5039	Once,HasOrangeHero,FollowUp	QCount	700	SILVER_CHEST_OPEN	DRAGON_LADY	1	15	
5041	DRAGON_LADY_2	LEGENDARY	1	claim								5040	Once,HasOrangeHero,FollowUp	DQCount	120	DRAGON_LADY_STUN	DRAGON_LADY	2	0	
5042	SHADOW_ASSASSIN_0	LEGENDARY	1	claim									Once,HasOrangeHero	SCQCount	2	JAR_OF_KITTEN_TEAR	SHADOW_ASSASSIN	0	3	
5043	SHADOW_ASSASSIN_1	LEGENDARY	1	claim								5042	Once,HasOrangeHero,FollowUp	SQCount	5000	GUILD_TOKENS	SHADOW_ASSASSIN	1	1	
5044	SHADOW_ASSASSIN_2	LEGENDARY	1	claim								5043	Once,HasOrangeHero,FollowUp	DQCount	30	SHADOW_ASSASSIN_ASSASSINATE	SHADOW_ASSASSIN	2	0	
5045	ELECTROYETI_0	LEGENDARY	1	claim									Once,HasOrangeHero	CQCount	5	CHAT_TYPE_!@#$	ELECTROYETI	0	16	
5046	ELECTROYETI_1	LEGENDARY	1	claim	bossPit							5045	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_GIANT_PLANT_1_5+_WITH_ELECTROYETI	ELECTROYETI	1	6	
5047	ELECTROYETI_2	LEGENDARY	1	claim								5046	Once,HasOrangeHero,FollowUp	DQCount	1000000	DEAL_DAMAGE_ELECTRIC_ELECTROYETI	ELECTROYETI	2	0	
5048	FROST_GIANT_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	2000	SOULMART_TOKENS	FROST_GIANT	0	1	
5049	FROST_GIANT_1	LEGENDARY	1	claim	campaign/ELITE/5/12							5048	Once,HasOrangeHero,FollowUp	QCount	1	ELITE_TRIO_WIN_5_12_WITH_FROST_GIANT	FROST_GIANT	1	7	
5050	FROST_GIANT_2	LEGENDARY	1	claim								5049	Once,HasOrangeHero,FollowUp	DQCount	30	FROST_GIANT_BE_STUNNED	FROST_GIANT	2	0	
5051	UNSTABLE_UNDERSTUDY_0	LEGENDARY	1	claim	enchanting								Once,HasOrangeHero	MaxEnchantHeroes	4	PURPLE	UNSTABLE_UNDERSTUDY	0	17	
5052	UNSTABLE_UNDERSTUDY_1	LEGENDARY	1	claim								5051	Once,HasOrangeHero,FollowUp	SQCount	100	FINE_BRIE	UNSTABLE_UNDERSTUDY	1	2	
5053	UNSTABLE_UNDERSTUDY_2	LEGENDARY	1	claim								5052	Once,HasOrangeHero,FollowUp	DQCount	30	UNSTABLE_UNDERSTUDY_TRANSFORM	UNSTABLE_UNDERSTUDY	2	0	
5054	HYDRA_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	100	SNAKE_OIL	HYDRA	0	2	
5055	HYDRA_1	LEGENDARY	1	claim	bossPit							5054	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_GIANT_PLANT_1_5+_WITH_HYDRA	HYDRA	1	6	
5056	HYDRA_2	LEGENDARY	1	claim								5055	Once,HasOrangeHero,FollowUp	DQCount	200	HYDRA_SUMMON_BITER	HYDRA	2	0	
5057	BARDBARIAN_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	PURIFYING_TUNING_FORK	BARDBARIAN	0	2	
5058	BARDBARIAN_1	LEGENDARY	1	claim	temple							5057	Once,HasOrangeHero,FollowUp	QCount	5	BEAT_TITAN_BARDBARIAN_WITH_BARDBARIAN	BARDBARIAN	1	10	
5059	BARDBARIAN_2	LEGENDARY	1	claim								5058	Once,HasOrangeHero,FollowUp	DQCount	30	BARDBARIAN_POWER_OF_ROCK	BARDBARIAN	2	0	
5060	SAVAGE_CUTIE_0	LEGENDARY	1	claim									Once,HasOrangeHero	!CQCount	6	USE_SAVAGE_CUTIE	SAVAGE_CUTIE	0	11	
5061	SAVAGE_CUTIE_1	LEGENDARY	1	claim	expedition							5060	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_SAVAGE_CUTIE_NO_SKELETON_KING	SAVAGE_CUTIE	1	13	
5062	SAVAGE_CUTIE_2	LEGENDARY	1	claim								5061	Once,HasOrangeHero,FollowUp	DQCount	200	SAVAGE_CUTIE_SHRED_ARMOR	SAVAGE_CUTIE	2	0	
5063	ORC_MONK_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5000000	GOLD	ORC_MONK	0	1	
5064	ORC_MONK_1	LEGENDARY	1	claim	bossPit							5063	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_GOLD_COLOSSUS_2_5+_WITH_ORC_MONK	ORC_MONK	1	6	
5065	ORC_MONK_2	LEGENDARY	1	claim								5064	Once,HasOrangeHero,FollowUp	DQCount	300	ORC_MONK_SHIELD	ORC_MONK	2	0	
5066	COSMIC_ELF_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	40	LASER_POINTER	COSMIC_ELF	0	2	
5067	COSMIC_ELF_1	LEGENDARY	1	claim	temple							5066	Once,HasOrangeHero,FollowUp	QCount	7	BEAT_TITAN_AQUATIC_MAN_WITH_COSMIC_ELF	COSMIC_ELF	1	10	
5068	COSMIC_ELF_2	LEGENDARY	1	claim								5067	Once,HasOrangeHero,FollowUp	DQCount	200	COSMIC_ELF_SILENCE	COSMIC_ELF	2	0	
5069	AQUATIC_MAN_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	100	SHINY_BOTTLECAP	AQUATIC_MAN	0	2	
5070	AQUATIC_MAN_1	LEGENDARY	1	claim	expedition							5069	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_AQUATIC_MAN_NO_NINJA_DWARF	AQUATIC_MAN	1	13	
5071	AQUATIC_MAN_2	LEGENDARY	1	claim								5070	Once,HasOrangeHero,FollowUp	DQCount	1000000	DEAL_DAMAGE_WATER_AQUATIC_MAN	AQUATIC_MAN	2	0	
5072	MOON_DRAKE_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	100	WAND_OF_GOLD_SPARKLES	MOON_DRAKE	0	2	
5073	MOON_DRAKE_1	LEGENDARY	1	claim								5072	Once,HasOrangeHero,FollowUp	_QuarterMoon,_DailyUses>=1		quarterMoonGo	MOON_DRAKE	1	18	
5074	MOON_DRAKE_2	LEGENDARY	1	claim								5073	Once,HasOrangeHero,FollowUp	DQCount	200	MOON_DRAKE_ILLUMINATE	MOON_DRAKE	2	0	
5075	ROLLER_WARRIOR_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	2	BOOTS_MADE_FOR_WALKIN	ROLLER_WARRIOR	0	2	
5076	ROLLER_WARRIOR_1	LEGENDARY	1	claim	temple							5075	Once,HasOrangeHero,FollowUp	QCount	7	BEAT_TITAN_DRAGON_LADY_WITH_ROLLER_WARRIOR	ROLLER_WARRIOR	1	10	
5077	ROLLER_WARRIOR_2	LEGENDARY	1	claim								5076	Once,HasOrangeHero,FollowUp	DQCount	200	ROLLER_WARRIOR_CRIT	ROLLER_WARRIOR	2	0	
5078	DRUIDINATRIX_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	4	SHOVEL	DRUIDINATRIX	0	2	
5079	DRUIDINATRIX_1	LEGENDARY	1	claim	expedition							5078	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_DRUIDINATRIX	DRUIDINATRIX	1	13	
5080	DRUIDINATRIX_2	LEGENDARY	1	claim								5079	Once,HasOrangeHero,FollowUp	DQCount	30	DRUIDINATRIX_CLONE	DRUIDINATRIX	2	0	
5081	RABID_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	MOTIVATIONAL_CASSETTE	RABID_DRAGON	0	0	
5082	RABID_DRAGON_1	LEGENDARY	1	claim	temple							5081	Once,HasOrangeHero,FollowUp	QCount	14	BEAT_TITAN_WITH_RABID_DRAGON_AND_HIPPIES	RABID_DRAGON	1	0	
5083	RABID_DRAGON_2	LEGENDARY	1	claim								5082	Once,HasOrangeHero,FollowUp	DQCount	30	RABID_DRAGON_BREAKNEAK_UNUSED	RABID_DRAGON	2	0	
5084	BONE_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	2	TOME_OF_FORBIDDEN_TRIVIA_3_ORDER	BONE_DRAGON	0	0	
5085	BONE_DRAGON_1	LEGENDARY	1	claim	expedition							5084	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_BONE_DRAGON_NO_ORC_MONK_OR_BARDBARIAN	BONE_DRAGON	1	0	
5086	BONE_DRAGON_2	LEGENDARY	1	claim								5085	Once,HasOrangeHero,FollowUp	DQCount	800000	BONE_DRAGON_SCORCHED_EARTH_SELF_DAMAGE	BONE_DRAGON	2	0	
5087	SNIPER_WOLF_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	800	FREE_MANS_CROWBAR	SNIPER_WOLF	0	0	
5088	SNIPER_WOLF_1	LEGENDARY	1	claim								5087	Once,HasOrangeHero,FollowUp	!CQCount	5	USE_SNIPER_WOLF	SNIPER_WOLF	1	0	
5089	SNIPER_WOLF_2	LEGENDARY	1	claim								5088	Once,HasOrangeHero,FollowUp	DQCount	200	SNIPER_WOLF_MESMERIZE	SNIPER_WOLF	2	0	
5090	DARK_HORSE_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	MOTIVATIONAL_CASSETTE	DARK_HORSE	0	0	
5091	DARK_HORSE_1	LEGENDARY	1	claim								5090	Once,HasOrangeHero,FollowUp	SQCount	6000	FIGHT_TOKENS	DARK_HORSE	1	0	
5092	DARK_HORSE_2	LEGENDARY	1	claim								5091	Once,HasOrangeHero,FollowUp	SQCount	10	CRUDE_SHIELD	DARK_HORSE	2	0	
5093	DWARVEN_ARCHER_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	6	MJOLNIRBY	DWARVEN_ARCHER	0	0	
5094	DWARVEN_ARCHER_1	LEGENDARY	1	claim								5093	Once,HasOrangeHero,FollowUp	DQCount	30	DWARVEN_ARCHER_STEEL_RESOLVE_UNUSED	DWARVEN_ARCHER	1	0	
5095	DWARVEN_ARCHER_2	LEGENDARY	1	claim								5094	Once,HasOrangeHero,FollowUp	SQCount	10	DWARVEN_LIFTING_BELT	DWARVEN_ARCHER	2	0	
5096	SKELETON_KING_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	LAVISHLY_ADORNED_RAPIER	SKELETON_KING	0	0	
5097	SKELETON_KING_1	LEGENDARY	1	claim	expedition							5096	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_SKELETON_KING_AND_ANY_DRAGON	SKELETON_KING	1	0	
5098	SKELETON_KING_2	LEGENDARY	1	claim								5097	Once,HasOrangeHero,FollowUp	SQCount	15	SWORDY_MCEPICPANTS	SKELETON_KING	2	0	
5099	PIRATE_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	100	MUSSEL_MILK	PIRATE	0	0	
5100	PIRATE_1	LEGENDARY	1	claim								5099	Once,HasOrangeHero,FollowUp	CQCount	5	CHAT_TYPE_YARR!	PIRATE	1	0	
5101	PIRATE_2	LEGENDARY	1	claim								5100	Once,HasOrangeHero,FollowUp	SQCount	10	ADVENTURERS_STARTER_PACK	PIRATE	2	0	
5102	SATYR_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	PURIFYING_TUNING_FORK	SATYR	0	0	
5103	SATYR_1	LEGENDARY	1	claim								5102	Once,HasOrangeHero,FollowUp	SQCount	1000000	GOLD	SATYR	1	0	
5104	SATYR_2	LEGENDARY	1	claim								5103	Once,HasOrangeHero,FollowUp	SQCount	25	STONE_SATYR	SATYR	2	0	
5105	DEEP_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	LICHE_FINGER	DEEP_DRAGON	0	0	
5106	DEEP_DRAGON_1	LEGENDARY	1	claim								5105	Once,HasOrangeHero,FollowUp	CQCount	5	CHAT_TYPE_POETRY	DEEP_DRAGON	1	0	
5107	DEEP_DRAGON_2	LEGENDARY	1	claim	cryptRaid							5106	Once,HasOrangeHero,FollowUp	DQCount	5	CRYPT_20K_WIN	DEEP_DRAGON	2	0	
5108	STORM_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	1	THE_POWER_OF_MEDICINE_4_ORDER	STORM_DRAGON	0	0	
5109	STORM_DRAGON_1	LEGENDARY	1	claim	temple							5108	Once,HasOrangeHero,FollowUp	QCount	14	BEAT_TITAN_WITH_STORM_DRAGON_AND_ELECTRIC	STORM_DRAGON	1	0	
5110	STORM_DRAGON_2	LEGENDARY	1	claim								5109	Once,HasOrangeHero,FollowUp	DQCount	200	STORM_DRAGON_KNOCKBACK	STORM_DRAGON	2	0	
5111	UNICORGI_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	20	LASER_POINTER	UNICORGI	0	0	
5112	UNICORGI_1	LEGENDARY	1	claim	campaign/ELITE/6/18							5111	Once,HasOrangeHero,FollowUp	QCount	1	ELITE_TRIO_WIN_6_18_WITH_UNICORGI	UNICORGI	1	0	
5113	UNICORGI_2	LEGENDARY	1	claim								5112	Once,HasOrangeHero,FollowUp	DQCount	1000000	UNICORGI_NYANDOG_HEALING	UNICORGI	2	0	
5114	SPIKEY_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	60	YA_VAMPIRE_SERIES	SPIKEY_DRAGON	0	0	
5115	SPIKEY_DRAGON_1	LEGENDARY	1	claim	expedition							5114	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_SPIKEY_DRAGON_AND_DARK_DRACUL	SPIKEY_DRAGON	1	0	
5116	SPIKEY_DRAGON_2	LEGENDARY	1	claim								5115	Once,HasOrangeHero,FollowUp	DQCount	200	SPIKEY_DRAGON_NIGHT_QUILL_STUN	SPIKEY_DRAGON	2	0	
5117	CRIMSON_WITCH_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	25	NECRONOMICON	CRIMSON_WITCH	0	0	
5118	CRIMSON_WITCH_1	LEGENDARY	1	claim	cryptRaid							5117	Once,HasOrangeHero,FollowUp	DQCount	5	CRYPT_20K_WIN	CRIMSON_WITCH	1	0	
5119	CRIMSON_WITCH_2	LEGENDARY	1	claim								5118	Once,HasOrangeHero,FollowUp	DQCount	200	CRIMSON_WITCH_FEEL_MY_WRAITH_STUN	CRIMSON_WITCH	2	0	
5120	MINOTAUR_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	32	MAGIC_EIGHT_BALL	MINOTAUR	0	2	
5121	MINOTAUR_1	LEGENDARY	1	claim	expedition							5120	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_MINOTAUR_AND_BROZERKER	MINOTAUR	1	13	
5122	MINOTAUR_2	LEGENDARY	1	claim	bossPit							5121	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_GOLD_COLOSSUS_2_5+_WITH_MINOTAUR	MINOTAUR	2	6	
5123	DEMON_TOTEM_0	LEGENDARY	1	claim									Once,HasOrangeHero	DQCount	1000000	GOLD_EARNED	DEMON_TOTEM	0	0	
5124	DEMON_TOTEM_1	LEGENDARY	1	claim	arena							5123	Once,HasOrangeHero,FollowUp	CQCount	5	WIN_FIGHT_PIT_WITH_DEMON_TOTEM	DEMON_TOTEM	1	0	
5125	DEMON_TOTEM_2	LEGENDARY	1	claim								5124	Once,HasOrangeHero,FollowUp	DQCount	30	DEMON_TOTEM_SHIELD	DEMON_TOTEM	2	0	
5126	GENIE_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	50	ARTIFACT_OF_UNIMAGINABLE_POWER	GENIE	0	0	
5127	GENIE_1	LEGENDARY	1	claim	arena							5126	Once,HasOrangeHero,FollowUp	QCount	1	FIGHT_PIT_GOLD+_WIN	GENIE	1	0	
5128	GENIE_2	LEGENDARY	1	claim								5127	Once,HasOrangeHero,FollowUp	DQCount	200	GENIE_GOAT	GENIE	2	0	
5132	SOJOURNER_SORCERESS_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	50	MELTY_CHOCOLATE_BAR	SOJOURNER_SORCERESS	0	2	
5133	SOJOURNER_SORCERESS_1	LEGENDARY	1	claim								5132	Once,HasOrangeHero,FollowUp	SQCount	15	MUSSEL_MILK	SOJOURNER_SORCERESS	1	2	
5134	SOJOURNER_SORCERESS_2	LEGENDARY	1	claim								5133	Once,HasOrangeHero,FollowUp	SCQCount	4	LASER_POINTER_4_ORDER	SOJOURNER_SORCERESS	2	3	
5141	ETERNAL_ENCHANTER_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	6000	FIGHT_TOKENS	ETERNAL_ENCHANTER	0	1	
5142	ETERNAL_ENCHANTER_1	LEGENDARY	1	claim	expedition							5141	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_ETERNAL_ENCHANTER_AND_MAGIC_DRAGON	ETERNAL_ENCHANTER	1	13	
5143	ETERNAL_ENCHANTER_2	LEGENDARY	1	claim								5142	Once,HasOrangeHero,FollowUp	SCQCount	5	LASER_POINTER_4_ORDER	ETERNAL_ENCHANTER	2	3	
5144	DRAGZILLA_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	7	DRAGON_SCALE	DRAGZILLA	0	2	
5145	DRAGZILLA_1	LEGENDARY	1	claim								5144	Once,HasOrangeHero,FollowUp	SQCount	6000	COLISEUM_TOKENS	DRAGZILLA	1	1	
5146	DRAGZILLA_2	LEGENDARY	1	claim	expedition							5145	Once,HasOrangeHero,FollowUp	QCount	45	WIN_HARD_EXPEDITION_WITH_DRAGZILLA_AND_VILE_BILE	DRAGZILLA	2	13	
5147	RAGING_REVENANT_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	4	LICHE_FINGER	RAGING_REVENANT	0	2	
5148	RAGING_REVENANT_1	LEGENDARY	1	claim	expedition							5147	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_RAGING_REVENANT_AND_SKELETON_KING	RAGING_REVENANT	1	13	
5149	RAGING_REVENANT_2	LEGENDARY	1	claim								5148	Once,HasOrangeHero,FollowUp	SCQCount	5	JAR_OF_KITTEN_TEAR	RAGING_REVENANT	2	3	
5150	ANGELIC_HERALD_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5000	GUILD_TOKENS	ANGELIC_HERALD	0	1	
5151	ANGELIC_HERALD_1	LEGENDARY	1	claim								5150	Once,HasOrangeHero,FollowUp	SQCount	3	MOTIVATIONAL_CASSETTE	ANGELIC_HERALD	1	2	
5152	ANGELIC_HERALD_2	LEGENDARY	1	claim	expedition							5151	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_ANGELIC_HERALD_AND_SATYR	ANGELIC_HERALD	2	13	
5153	WEREDRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5	OVERPOWERING_FRAGRANCE	WEREDRAGON	0	2	
5154	WEREDRAGON_1	LEGENDARY	1	claim	expedition							5153	Once,HasOrangeHero,FollowUp	QCount	30	WIN_HARD_EXPEDITION_WITH_WEREDRAGON_AND_TRIPLE_THREAT	WEREDRAGON	1	13	
5155	WEREDRAGON_2	LEGENDARY	1	claim								5154	Once,HasOrangeHero,FollowUp	SQCount	30	STONE_WEREDRAGON	WEREDRAGON	2	2	
5156	VULTURE_DRAGON_0	LEGENDARY	1	claim									Once,HasOrangeHero	SQCount	5000	COLISEUM_TOKENS	VULTURE_DRAGON	0	1	
5157	VULTURE_DRAGON_1	LEGENDARY	1	claim								5156	Once,HasOrangeHero,FollowUp	SQCount	4	WICKED_MULLET	VULTURE_DRAGON	1	2	
5158	VULTURE_DRAGON_2	LEGENDARY	1	claim	bossPit							5157	Once,HasOrangeHero,FollowUp	QCount	1	BEAT_BOSS_NPC_GIANT_PLANT_2_6+_WITH_VULTURE_DRAGON	VULTURE_DRAGON	2	6	
9000	SNAP_DRAGON_MASTERY	MASTERY		claim		SKIN_SNAP_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SNAP_DRAGON	SNAP_DRAGON			
9001	CATAPULT_KNIGHT_MASTERY	MASTERY		claim		SKIN_CATAPULT_KNIGHT_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_CATAPULT_KNIGHT	CATAPULT_KNIGHT			
9002	ELECTROYETI_MASTERY	MASTERY		claim		SKIN_ELECTROYETI_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_ELECTROYETI	ELECTROYETI			
9003	MOON_DRAKE_MASTERY	MASTERY		claim		SKIN_MOON_DRAKE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_MOON_DRAKE	MOON_DRAKE			
9004	MEDUSA_MASTERY	MASTERY		claim		SKIN_MEDUSA_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_MEDUSA	MEDUSA			
9005	NINJA_DWARF_MASTERY	MASTERY		claim		SKIN_NINJA_DWARF_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_NINJA_DWARF	NINJA_DWARF			
9006	SKELETON_KING_MASTERY	MASTERY		claim		SKIN_SKELETON_KING_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SKELETON_KING	SKELETON_KING			
9007	SPIKEY_DRAGON_MASTERY	MASTERY		claim		SKIN_SPIKEY_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SPIKEY_DRAGON	SPIKEY_DRAGON			
9008	ZOMBIE_SQUIRE_MASTERY	MASTERY		claim		SKIN_ZOMBIE_SQUIRE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_ZOMBIE_SQUIRE	ZOMBIE_SQUIRE			
