	UNIT	RARITY	CATEGORY	VISUAL_DURATION	DURATION	COOLDOWN	INIT_COOLDOWN	PRIORITY	TRIGGER_RANGE	CAST_RANGE	SPLASH_RANGE	MISC_RANGE	DAMAGE_TYPE	DAMAGE_SUB_TYPE	TAGS	PROJECTILE_TYPE	ENERGY_GAIN	TARGET_TAG
LAST_DEFENDER_1	LAST_DEFENDER	WHITE	ACTIVE	2.5	3	-1	-1	1	400	475	125	300	PHYSICAL	BASHING	PHYSICAL,BASHING	NONE	0	
LAST_DEFENDER_2	LAST_DEFENDER	GREEN	OTHER	0	-1	-1	-1	-1	6000							NONE	0	
LAST_DEFENDER_3	LAST_DEFENDER	BLUE	OTHER	0	-1	-1	-1	-1					TRUE		TRUE	NONE	0	
LAST_DEFENDER_4	LAST_DEFENDER	PURPLE	OTHER	0	-1	-1	-1	-1								NONE	0	
LAST_DEFENDER_5	LAST_DEFENDER	ORANGE	OTHER	0	-1	-1	-1	2	6000	6000						NONE	180	
SOJOURNER_SORCERESS_0	SOJOURNER_SORCERESS	DEFAULT	AUTO_ATTACK	0	1.5	3.8	0.95	5	1125	1225			MAGIC	FIRE	MAGIC,FIRE,RANGED	SOJOURNER_SORCERESS_0	150	
SOJOURNER_SORCERESS_1	SOJOURNER_SORCERESS	WHITE	ACTIVE	1.5	3	-1	-1	1	1125	1225	250		MAGIC	TOXIC	MAGIC,TOXIC	SOJOURNER_SORCERESS_1	0	
SOJOURNER_SORCERESS_2	SOJOURNER_SORCERESS	GREEN	OTHER	0	3	9	5	4	6000	6000						NONE	240	
SOJOURNER_SORCERESS_3	SOJOURNER_SORCERESS	BLUE	OTHER	0	1	15	3.75	3	1125	1225	200		MAGIC	TOXIC	MAGIC,TOXIC,DAMAGE_OVER_TIME,RANGED	NONE	90	
SOJOURNER_SORCERESS_4	SOJOURNER_SORCERESS	PURPLE	OTHER	0	-1	-1	-1	-1								NONE	0	
SOJOURNER_SORCERESS_5	SOJOURNER_SORCERESS	ORANGE	OTHER	0	3	18	4.5	2	1125	6000	745	680	MAGIC	FIRE	MAGIC,FIRE,DAMAGE_OVER_TIME,RANGED	NONE	90	
KARAOKE_KING_0	KARAOKE_KING	DEFAULT	AUTO_ATTACK	0	1	3.3	0.825	4	2425	2525			MAGIC	TOXIC	MAGIC,TOXIC,RANGED	KARAOKE_KING_0	90	
KARAOKE_KING_1	KARAOKE_KING	WHITE	ACTIVE	1.5	1.5	-1	-1	1								NONE	0	
KARAOKE_KING_2	KARAOKE_KING	GREEN	OTHER	0	0	0	0	2	6000	6000			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	KARAOKE_KING_2	0	
KARAOKE_KING_3	KARAOKE_KING	BLUE	OTHER	0	2	17	6	3	6000	6000						NONE	90	
KARAOKE_KING_4	KARAOKE_KING	PURPLE	OTHER	0	2	11	2.75	4	2425	2525	250		MAGIC	TOXIC	MAGIC,TOXIC,RANGED	NONE	90	
KARAOKE_KING_5	KARAOKE_KING	ORANGE	OTHER	0	-1	-1	-1	-1								NONE	0	
SHADOW_OF_SVEN_0	SHADOW_OF_SVEN	DEFAULT	AUTO_ATTACK	0	1	5	1.25	4	150	175	150		PHYSICAL	SLASHING	PHYSICAL,SLASHING	NONE	150	
SHADOW_OF_SVEN_1	SHADOW_OF_SVEN	WHITE	ACTIVE	2	3	-1	-1	1	200	225			MAGIC	ELECTRICAL	MAGIC,ELECTRIC	NONE	0	
SHADOW_OF_SVEN_2	SHADOW_OF_SVEN	GREEN	OTHER	0	2	9999	3	2	6000	6000			TRUE		TRUE	NONE	270	
SHADOW_OF_SVEN_3	SHADOW_OF_SVEN	BLUE	OTHER	0	-1	-1	-1	-1								NONE	0	
SHADOW_OF_SVEN_4	SHADOW_OF_SVEN	PURPLE	OTHER	0	-1	-1	-1	-1								NONE	0	
SHADOW_OF_SVEN_5	SHADOW_OF_SVEN	ORANGE	OTHER	0	1	15	3.75	3								NONE	90	
SUN_SEEKER_0	SUN_SEEKER	DEFAULT	AUTO_ATTACK	0	3	4.2	1.05	4	75	125			PHYSICAL		PHYSICAL	NONE	90	
SUN_SEEKER_1	SUN_SEEKER	WHITE	ACTIVE	1.8	5	-1	-1	1	1625	1725	175		PHYSICAL	FIRE	PHYSICAL,MAGIC,FIRE,DAMAGE_OVER_TIME,RANGED	SUN_SEEKER_1	0	
SUN_SEEKER_2	SUN_SEEKER	GREEN	OTHER	0	3	10	2	2	925	6000						NONE	180	
SUN_SEEKER_3	SUN_SEEKER	BLUE	OTHER	0	-1	-1	-1	-1								NONE	0	
SUN_SEEKER_4	SUN_SEEKER	PURPLE	OTHER	0	3	13	3.25	3	75	125	150		PHYSICAL	FIRE	PHYSICAL,MAGIC,FIRE,DAMAGE_OVER_TIME	NONE	150	
SUN_SEEKER_5	SUN_SEEKER	ORANGE	OTHER	0	-1	-1	-1	-1					MAGIC	FIRE	MAGIC,FIRE	NONE	0	
FORGOTTEN_DRAGON_0	FORGOTTEN_DRAGON	DEFAULT	AUTO_ATTACK	0	1	4.2	1.05	2	2400	2500	4000		MAGIC		MAGIC,RANGED	NONE	150	
FORGOTTEN_DRAGON_1	FORGOTTEN_DRAGON	WHITE	ACTIVE	1.5	1.5	-1	-1	1	6000	6000						NONE	0	
FORGOTTEN_DRAGON_2	FORGOTTEN_DRAGON	GREEN	OTHER	0	0	-1	-1	-1								NONE	0	
FORGOTTEN_DRAGON_3	FORGOTTEN_DRAGON	BLUE	OTHER	0	0	-1	-1	-1								NONE	0	
FORGOTTEN_DRAGON_4	FORGOTTEN_DRAGON	PURPLE	OTHER	0	1	-1	-1	-1								NONE	0	
FORGOTTEN_DRAGON_5	FORGOTTEN_DRAGON	ORANGE	OTHER	0	0	-1	-1	-1								NONE	0	
STEPLADDER_BROTHERS_0	STEPLADDER_BROTHERS	DEFAULT	AUTO_ATTACK	0	2	2.8	0.7	4	925	4000			PHYSICAL	BASHING	PHYSICAL,BASHING,RANGED	STEPLADDER_BROTHERS_0	90	
STEPLADDER_BROTHERS_1	STEPLADDER_BROTHERS	WHITE	ACTIVE	3.2	3	-1	-1	1	925	4000			PHYSICAL	BASHING	PHYSICAL,BASHING,RANGED	STEPLADDER_BROTHERS_1	0	
STEPLADDER_BROTHERS_2	STEPLADDER_BROTHERS	GREEN	OTHER	0	2	17	4.25	2	925							NONE	90	
STEPLADDER_BROTHERS_3	STEPLADDER_BROTHERS	BLUE	OTHER	0	-1	-1	-1	-1	2425							NONE	0	
STEPLADDER_BROTHERS_4	STEPLADDER_BROTHERS	PURPLE	OTHER	0	1	9	2.25	3	925	4000						STEPLADDER_BROTHERS_4	90	
STEPLADDER_BROTHERS_5	STEPLADDER_BROTHERS	ORANGE	OTHER	0	-1	-1	-1	-1								NONE	0	
NPC_CRYSTAL_LIZARD_0	NPC_CRYSTAL_LIZARD	DEFAULT	AUTO_ATTACK	0	3	3.8	0.95	1	1625	1725	0		MAGIC		MAGIC,RANGED	NPC_CRYSTAL_LIZARD_0	0	
NPC_CRYSTAL_LIZARD_1	NPC_CRYSTAL_LIZARD	WHITE	OTHER	0	3	9999	9999	-1	1625				MAGIC		MAGIC	NONE	0	
BLACK_WING_0	BLACK_WING	DEFAULT	AUTO_ATTACK	0	2	3.8	0.95	4	725	825			MAGIC	FIRE	MAGIC,RANGED,FIRE	BLACK_WING_0	150	
BLACK_WING_1	BLACK_WING	WHITE	ACTIVE	1.5	3	-1	-1	1	825	6000			PHYSICAL	PIERCING	PHYSICAL,PIERCING,MAGIC,RANGED,FIRE,DAMAGE_OVER_TIME	BLACK_WING_1	0	
BLACK_WING_2	BLACK_WING	GREEN	OTHER	0	3	-1	-1	3	6000	6000						NONE	390	
BLACK_WING_3	BLACK_WING	BLUE	OTHER	0	-1	-1	-1	-1								NONE	0	
BLACK_WING_4	BLACK_WING	PURPLE	OTHER	0	4	-1	-1	2	6000	6000						NONE	390	
BLACK_WING_5	BLACK_WING	ORANGE	OTHER	0	-1	-1	-1	-1								NONE	0	
UNRIPE_MYTHOLOGY_0	UNRIPE_MYTHOLOGY	DEFAULT	AUTO_ATTACK	0	2	2	0.5	3	1725	1825		75	TRUE	HOLY	TRUE,HOLY,RANGED	UNRIPE_MYTHOLOGY_0	120	
UNRIPE_MYTHOLOGY_1	UNRIPE_MYTHOLOGY	WHITE	ACTIVE	2	3	-1	-1	1	1725	1825	250		MAGIC	FIRE	MAGIC,FIRE,RANGED,KNOCKBACK	UNRIPE_MYTHOLOGY_1	0	
UNRIPE_MYTHOLOGY_2	UNRIPE_MYTHOLOGY	GREEN	OTHER	0	3	-1	-1	-1					MAGIC	HOLY	MAGIC,HOLY	NONE	210	
UNRIPE_MYTHOLOGY_3	UNRIPE_MYTHOLOGY	BLUE	OTHER	0	5	15	10	2	6000	6000			TRUE	HOLY	TRUE,HOLY,RANGED	UNRIPE_MYTHOLOGY_3	120	
UNRIPE_MYTHOLOGY_4	UNRIPE_MYTHOLOGY	PURPLE	OTHER	0	0	-1	-1	-1								NONE	0	
UNRIPE_MYTHOLOGY_5	UNRIPE_MYTHOLOGY	ORANGE	OTHER	0	0	-1	-1	-1					MAGIC	HOLY	MAGIC,HOLY,FIRE	NONE		
GREED_DRAGON_0	GREED_DRAGON	DEFAULT	AUTO_ATTACK	0	1.5	4	1	5	75	125	75		PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	90	
GREED_DRAGON_1	GREED_DRAGON	WHITE	ACTIVE	1.5	3	-1	-1	1	150	700	250		MAGIC	FIRE	MAGIC,FIRE,RANGED	NONE	0	
GREED_DRAGON_2	GREED_DRAGON	GREEN	OTHER	0	3	11	2	2	75	125	150		PHYSICAL	BASHING	PHYSICAL,BASHING,KNOCKBACK	NONE	90	
GREED_DRAGON_3	GREED_DRAGON	BLUE	OTHER	0	0	-1	-1	-1	2500	2600						NONE	0	
GREED_DRAGON_4	GREED_DRAGON	PURPLE	OTHER	0	1	13	3	3	2425	2525						NONE	0	
GREED_DRAGON_5	GREED_DRAGON	ORANGE	OTHER	0	0	-1	-1	-1								NONE		
NPC_BREAKER_MKII_0	NPC_BREAKER_MKII	DEFAULT	AUTO_ATTACK	0	3	3.8	0.95	2	75	125			PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	0	
NPC_BREAKER_MKII_1	NPC_BREAKER_MKII	WHITE	OTHER	0	-1	12	3	1	75	6000			PHYSICAL	PIERCING	PHYSICAL,PIERCING	NONE	0	
DIGGER_MOLE_0	DIGGER_MOLE	DEFAULT	AUTO_ATTACK	0	2	4	1	4	75	125	75		PHYSICAL	SLASHING	PHYSICAL,SLASHING	NONE	90	
DIGGER_MOLE_1	DIGGER_MOLE	WHITE	ACTIVE	2	3	-1	-1	1	125	175	175		PHYSICAL	SLASHING	PHYSICAL,SLASHING,KNOCKBACK	NONE	0	
DIGGER_MOLE_2	DIGGER_MOLE	GREEN	OTHER	0	2	18	9	2	500	6000			PHYSICAL	PIERCING	PHYSICAL,PIERCING,KNOCKBACK	NONE	120	
DIGGER_MOLE_3	DIGGER_MOLE	BLUE	OTHER	0	-1	16	5	4	1725	1825	600					NONE	90	
DIGGER_MOLE_4	DIGGER_MOLE	PURPLE	OTHER	0	-1	10.5	2	3	75	125	75		PHYSICAL	BASHING	PHYSICAL,BASHING,KNOCKBACK	NONE	90	
DIGGER_MOLE_5	DIGGER_MOLE	ORANGE	OTHER	0	0	-1	-1	-1								NONE	0	
ANCIENT_DWARF_0	ANCIENT_DWARF	DEFAULT	AUTO_ATTACK	0	3	4.4	1.1	4	875	925			PHYSICAL	SLASHING	PHYSICAL,SLASHING,RANGED	ANCIENT_DWARF_0	90	
ANCIENT_DWARF_1	ANCIENT_DWARF	WHITE	ACTIVE	2	3	-1	-1	1	6000	6000						NONE	0	
ANCIENT_DWARF_2	ANCIENT_DWARF	GREEN	OTHER	0	3.5	12	3	3	2425	2525			PHYSICAL	PIERCING	PHYSICAL,PIERCING,RANGED	NONE	150	
ANCIENT_DWARF_3	ANCIENT_DWARF	BLUE	OTHER	0	0	-1	-1	-1								NONE	0	
ANCIENT_DWARF_4	ANCIENT_DWARF	PURPLE	OTHER	0	3	17	5.5	2	1625	1725	200		PHYSICAL		PHYSICAL,RANGED,KNOCKBACK	NONE	150	
ANCIENT_DWARF_5	ANCIENT_DWARF	ORANGE	OTHER	0	0	-1	-1	-1								NONE	0	
SADISTIC_DANCER_0	SADISTIC_DANCER	DEFAULT	AUTO_ATTACK	0	2.5	3	0.75	3	1575	1675			MAGIC	ELECTRICAL	MAGIC,ELECTRIC,RANGED	NONE	150	
SADISTIC_DANCER_1	SADISTIC_DANCER	WHITE	ACTIVE	2	3	-1	-1	1	2425	2525						NONE	0	
SADISTIC_DANCER_2	SADISTIC_DANCER	GREEN	OTHER	0	3	15	3.75	2	1575	1675						NONE	240	
SADISTIC_DANCER_3	SADISTIC_DANCER	BLUE	OTHER	0	0	-1	-1	-1								NONE	0	
SADISTIC_DANCER_4	SADISTIC_DANCER	PURPLE	OTHER	0	0	-1	-1	-1								NONE	0	
SADISTIC_DANCER_5	SADISTIC_DANCER	ORANGE	OTHER	0	0	-1	-1	-1								NONE	0	
NPC_ANUBIS_DRAGON_0	NPC_ANUBIS_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3.2	0.8	2	925	975			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	NPC_ANUBIS_DRAGON_0	0	
NPC_ANUBIS_DRAGON_1	NPC_ANUBIS_DRAGON	WHITE	OTHER	0	5	14	3.5	1	925	4000			PHYSICAL	NECROTIC	PHYSICAL,NECROTIC,RANGED	NONE	0	
NPC_ANUBIS_DRAGON_2	NPC_ANUBIS_DRAGON	GREEN	OTHER	0	0	-1	-1	-1								NONE	0	
NPC_KING_IMP_0	NPC_KING_IMP	DEFAULT	AUTO_ATTACK	0	3	3.4	0.85	2	75	125	200		PHYSICAL		PHYSICAL	NPC_KING_IMP_0	0	
NPC_KING_IMP_1	NPC_KING_IMP	WHITE	OTHER	0	2	-1	-1	1								NONE	0	
SNAPPER_BONE_0	SNAPPER_BONE	DEFAULT	AUTO_ATTACK	0	0	4.8	1.2	4	150	200	200		PHYSICAL	SLASHING	PHYSICAL,SLASHING		150	
SNAPPER_BONE_1	SNAPPER_BONE	WHITE	ACTIVE	1.5	2	-1	-1	1	150	300	350		PHYSICAL	SLASHING	PHYSICAL,SLASHING		0	
SNAPPER_BONE_2	SNAPPER_BONE	GREEN	OTHER	0	0	-1	-1	2	6000	6000							300	
SNAPPER_BONE_3	SNAPPER_BONE	BLUE	OTHER	0	3	14	3.5	3	150	200	200		PHYSICAL	BASHING	PHYSICAL,BASHING		150	
SNAPPER_BONE_4	SNAPPER_BONE	PURPLE	OTHER	0	-1	-1	-1	-1	6000	6000							0	
SNAPPER_BONE_5	SNAPPER_BONE	ORANGE	OTHER	0	0	-1	-1	-1									0	
WHITE_TIGRESS_0	WHITE_TIGRESS	DEFAULT	AUTO_ATTACK	0	2	3.8	0.95	4	825	925			PHYSICAL		PHYSICAL,RANGED	WHITE_TIGRESS_0_0	120	
WHITE_TIGRESS_1	WHITE_TIGRESS	WHITE	ACTIVE	2	3	-1	-1	2	825	4000			PHYSICAL	ELECTRICAL	PHYSICAL,ELECTRIC,RANGED	WHITE_TIGRESS_1	0	
WHITE_TIGRESS_2	WHITE_TIGRESS	GREEN	OTHER	0	0	3	0.75	1	6000	6000							0	
WHITE_TIGRESS_3	WHITE_TIGRESS	BLUE	OTHER	0	2	12	3	3	825	4000			PHYSICAL	SLASHING	PHYSICAL,SLASHING,RANGED	WHITE_TIGRESS_3	150	
WHITE_TIGRESS_4	WHITE_TIGRESS	PURPLE	OTHER	0	-1	-1	-1	-1	6000	6000							0	
WHITE_TIGRESS_5	WHITE_TIGRESS	ORANGE	OTHER	0	-1	-1	-1	-1									0	
VERMILION_PRIESTESS_0	VERMILION_PRIESTESS	DEFAULT	AUTO_ATTACK	0	2	3.4	0.85	4	1825	1925			MAGIC	FIRE	MAGIC,FIRE,RANGED	VERMILION_PRIESTESS_0	90	
VERMILION_PRIESTESS_1	VERMILION_PRIESTESS	WHITE	ACTIVE	2	3	-1	-1	1	1825	4000			MAGIC	FIRE	MAGIC,FIRE,RANGED,DAMAGE_OVER_TIME	VERMILION_PRIESTESS_1	0	
VERMILION_PRIESTESS_2	VERMILION_PRIESTESS	GREEN	OTHER	0	2	20	5	2	2250	4000							150	
VERMILION_PRIESTESS_3	VERMILION_PRIESTESS	BLUE	OTHER	0	2	12	3	3	6000	6000							150	
VERMILION_PRIESTESS_4	VERMILION_PRIESTESS	PURPLE	OTHER	0	-1	-1	-1	-1									0	
VERMILION_PRIESTESS_5	VERMILION_PRIESTESS	ORANGE	OTHER	0	-1	-1	-1	-1									0	
NPC_ABYSS_DRAGON_0	NPC_ABYSS_DRAGON	DEFAULT	AUTO_ATTACK	0	0	3.8	0.95	2	775	875	100		MAGIC	WATER	MAGIC,WATER,RANGED	NPC_ABYSS_DRAGON_0	0	
NPC_ABYSS_DRAGON_1	NPC_ABYSS_DRAGON	WHITE	OTHER	0	0	17	4.25	1	775	4000			MAGIC	HOLY	MAGIC,HOLY,RANGED	NPC_ABYSS_DRAGON_1	0	
NPC_ABYSS_DRAGON_2	NPC_ABYSS_DRAGON	GREEN	OTHER	0	0	-1	-1	-1					MAGIC		NONE		0	
BOSS_BATTLE_FIELD_BUFF	DEFAULT	DEFAULT	OTHER	0	0	-1	-1	-1							NONE		0	
NPC_BOSS_ANUBIS_DRAGON_0	NPC_BOSS_ANUBIS_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3.2	0.8	2	925	975			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	NPC_ANUBIS_DRAGON_0	0	
NPC_BOSS_ANUBIS_DRAGON_1	NPC_BOSS_ANUBIS_DRAGON	WHITE	OTHER	0	5	14	3.5	1	925	4000			PHYSICAL	NECROTIC	PHYSICAL,NECROTIC,RANGED	NONE	0	
NPC_BOSS_ANUBIS_DRAGON_2	NPC_BOSS_ANUBIS_DRAGON	GREEN	OTHER	0	0	-1	-1	-1								NONE	0	
PCH_ANUBIS_DRAGON_0	PCH_ANUBIS_DRAGON	DEFAULT	AUTO_ATTACK	0	3	3.2	0.8	4	1225	1275			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	PCH_ANUBIS_DRAGON_0	120	
PCH_ANUBIS_DRAGON_1	PCH_ANUBIS_DRAGON	WHITE	ACTIVE	3	3	-1	-1	2	1225	4000	700		PHYSICAL	NECROTIC	PHYSICAL,NECROTIC,RANGED	PCH_ANUBIS_DRAGON_1	0	
PCH_ANUBIS_DRAGON_2	PCH_ANUBIS_DRAGON	GREEN	OTHER	0	0	-1	-1	-1									0	
PCH_ANUBIS_DRAGON_3	PCH_ANUBIS_DRAGON	BLUE	OTHER	0	3	9	2.25	3	1225	4000			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED		150	
PCH_ANUBIS_DRAGON_4	PCH_ANUBIS_DRAGON	PURPLE	OTHER	0	0	-1	-1	1									0	
PCH_ANUBIS_DRAGON_5	PCH_ANUBIS_DRAGON	ORANGE	OTHER	0	-1	-1	-1	-1									0	
ABYSS_DRAGON_0	ABYSS_DRAGON	DEFAULT	AUTO_ATTACK	0	2	3.8	0.95	4	625	1000			MAGIC	WATER	MAGIC,WATER,RANGED	ABYSS_DRAGON_0	120	
ABYSS_DRAGON_1	ABYSS_DRAGON	WHITE	ACTIVE	2	3	-1	-1	1	625	4000			MAGIC	HOLY	MAGIC,HOLY,RANGED	NONE	0	
ABYSS_DRAGON_2	ABYSS_DRAGON	GREEN	OTHER	0	0	-1	-1	-1								NONE	0	
ABYSS_DRAGON_3	ABYSS_DRAGON	BLUE	OTHER	0	0	-1	-1	-1	625	1000			MAGIC	NECROTIC	MAGIC,NECROTIC,RANGED	ABYSS_DRAGON_3	0	
ABYSS_DRAGON_4	ABYSS_DRAGON	PURPLE	OTHER	0	0	12	3	-1	625	4000			TRUE		TRUE,RANGED	ABYSS_DRAGON_4	90	
ABYSS_DRAGON_5	ABYSS_DRAGON	ORANGE	OTHER	0	-1	-1	-1	-1									0	
UMLAUT_THE_FIRST_0	UMLAUT_THE_FIRST	DEFAULT	AUTO_ATTACK	0	2	2.8	0.7	4	75	125	75		PHYSICAL	BASHING	PHYSICAL,BASHING		150	
UMLAUT_THE_FIRST_1	UMLAUT_THE_FIRST	WHITE	ACTIVE	2	3	-1	-1	2	75	125	460		PHYSICAL	BASHING	PHYSICAL,BASHING,KNOCKBACK		0	
UMLAUT_THE_FIRST_2	UMLAUT_THE_FIRST	GREEN	OTHER	0	-1	-1	-1	-1									0	
UMLAUT_THE_FIRST_3	UMLAUT_THE_FIRST	BLUE	OTHER	0	-1	10	2	3	75								0	
UMLAUT_THE_FIRST_4	UMLAUT_THE_FIRST	PURPLE	OTHER	0	-1	-1	-1	1									0	
UMLAUT_THE_FIRST_5	UMLAUT_THE_FIRST	ORANGE	OTHER	0	-1	-1	-1	-1									0	
NPC_UMLAUT_THE_FIFTH_FIRST_0	NPC_UMLAUT_THE_FIFTH_FIRST	DEFAULT	AUTO_ATTACK	0	0	3	0.75	3	75	175	200		MAGIC	SLASHING	MAGIC,SLASHING	NPC_UMLAUT_THE_FIFTH_FIRST_0	0	
NPC_UMLAUT_THE_FIFTH_FIRST_1	NPC_UMLAUT_THE_FIFTH_FIRST	WHITE	OTHER	0	0	11	2.75	2	75	275	900		TRUE	SLASHING	 TRUE,SLASHING,MAGIC,NECROTIC,DAMAGE_OVER_TIME	NPC_UMLAUT_THE_FIFTH_FIRST_1	0	
NPC_UMLAUT_THE_FIFTH_FIRST_2	NPC_UMLAUT_THE_FIFTH_FIRST	GREEN	OTHER	0	0	-1	-1	1	4000	4000						NPC_UMLAUT_THE_FIFTH_FIRST_2	0	
NPC_BOSS_ABYSS_DRAGON_0	NPC_BOSS_ABYSS_DRAGON	DEFAULT	AUTO_ATTACK	0	0	3.8	0.95	2	775	875	100		MAGIC	WATER	MAGIC,WATER,RANGED	NPC_BOSS_ABYSS_DRAGON_0	0	
NPC_BOSS_ABYSS_DRAGON_1	NPC_BOSS_ABYSS_DRAGON	WHITE	OTHER	0	0	17	4.25	1	775	4000			MAGIC	HOLY	MAGIC,HOLY,RANGED	NPC_BOSS_ABYSS_DRAGON_1	0	
NPC_BOSS_ABYSS_DRAGON_2	NPC_BOSS_ABYSS_DRAGON	GREEN	OTHER	0	0	-1	-1	-1					MAGIC		NONE		0	
NPC_BOSS_ANDRAGONUS_THE_FIRST_0	NPC_BOSS_ANDRAGONUS_THE_FIRST	DEFAULT	AUTO_ATTACK	0	2	3.8	0.95	2	75	125	100		PHYSICAL	BASHING	PHYSICAL,BASHING		120	
NPC_BOSS_ANDRAGONUS_THE_FIRST_1	NPC_BOSS_ANDRAGONUS_THE_FIRST	WHITE	OTHER	2	3	12	3	1	75	125	100		PHYSICAL	BASHING	PHYSICAL,BASHING,KNOCKBACK		0	
NPC_BOSS_ANDRAGONUS_THE_FIRST_2	NPC_BOSS_ANDRAGONUS_THE_FIRST	GREEN	OTHER	0	-1	-1	-1	-1									0	
NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_0	NPC_BOSS_UMLAUT_THE_FIFTH_FIRST	DEFAULT	AUTO_ATTACK	0	0	3	0.75	3	75	175	200		MAGIC	SLASHING	MAGIC,SLASHING	NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_0	0	
NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_1	NPC_BOSS_UMLAUT_THE_FIFTH_FIRST	WHITE	OTHER	0	0	11	2.75	2	75	275	900		TRUE	SLASHING	 TRUE,SLASHING,MAGIC,NECROTIC,DAMAGE_OVER_TIME	NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_1	0	
NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_2	NPC_BOSS_UMLAUT_THE_FIFTH_FIRST	GREEN	OTHER	0	0	-1	-1	1	4000	4000						NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_2	0	
NPC_BOSS_UMLAUT_THE_FIFTH_FIRST_3	NPC_BOSS_UMLAUT_THE_FIFTH_FIRST	BLUE	OTHER	0	0	27	6.75	3	75	4000			TRUE		TRUE		0	
NPC_SINISTER_ASSAILANT_0	NPC_SINISTER_ASSAILANT	DEFAULT	AUTO_ATTACK	0	3	3.2	0.8	2	150	250			TRUE	NECROTIC	TRUE,NECROTIC		0	
NPC_SINISTER_ASSAILANT_1	NPC_SINISTER_ASSAILANT	WHITE	OTHER	0	3	20	5	1	4000	4000			TRUE	NECROTIC	TRUE,NECROTIC	NPC_SINISTER_ASSAILANT_1	0	
CLAW_MAN_0	CLAW_MAN	DEFAULT	AUTO_ATTACK	0	1.5	3	0.75	4	75	125	75		PHYSICAL	SLASHING	PHYSICAL,SLASHING	CLAW_MAN_0	120	
CLAW_MAN_1	CLAW_MAN	WHITE	ACTIVE	3	5	-1	-1	1	2000	4000			PHYSICAL	SLASHING	PHYSICAL,SLASHING	CLAW_MAN_1	0	
CLAW_MAN_2	CLAW_MAN	GREEN	OTHER	0	3	11	2.75	2	75	125			PHYSICAL	TOXIC	PHYSICAL,TOXIC,DAMAGE_OVER_TIME	CLAW_MAN_2	120	
CLAW_MAN_3	CLAW_MAN	BLUE	OTHER	0	0	17	4.25	3					PHYSICAL	TOXIC	PHYSICAL,TOXIC		150	
CLAW_MAN_4	CLAW_MAN	PURPLE	OTHER	0	0	12	3	-1									0	
CLAW_MAN_5	CLAW_MAN	ORANGE	OTHER	0	0	-1	-1	-1									0	
DARK_HERO_0	DARK_HERO	DEFAULT	AUTO_ATTACK	0	2.5	3.4	0.85	3	1825	4000			TRUE	PIERCING	TRUE,PIERCING,RANGED	DARK_HERO_0	210	
DARK_HERO_1	DARK_HERO	WHITE	ACTIVE	1	5	-1	-1	1	4000	4000			TRUE	PIERCING	TRUE,PIERCING,RANGED	DARK_HERO_1	0	
DARK_HERO_2	DARK_HERO	GREEN	OTHER	0	3	11	2.75	2	725	825	250		PHYSICAL		PHYSICAL	DARK_HERO_2	240	
DARK_HERO_3	DARK_HERO	BLUE	OTHER	0	3	-1	-1	-1	4000	4000			TRUE		TRUE		0	
DARK_HERO_4	DARK_HERO	PURPLE	OTHER	0	0	-1	-1	-1									0	
DARK_HERO_5	DARK_HERO	ORANGE	OTHER	0	0	-1	-1	-1									0	
NPC_RED_TIGER_0	NPC_RED_TIGER	DEFAULT	AUTO_ATTACK	0	3	3.2	0.8	2	100	150			PHYSICAL	SLASHING	PHYSICAL,SLASHING		0	
NPC_RED_TIGER_1	NPC_RED_TIGER	WHITE	OTHER	0	3	18	4.5	1	4000	4000							0	
